날짜,라운드,승자,패자,결과
2019-12-27,2019-2020 KB국민은행 바둑리그 13-2,한웅규,안정기,292수 백 1.5집승
2019-12-27,2019-2020 KB국민은행 바둑리그 13-2,홍성지,강동윤,229수 흑 불계승
2019-12-27,2019-2020 KB국민은행 바둑리그 13-2,허영호,나 현,221수 흑 불계승
2019-12-27,2019 NH농협은행 시니어 바둑리그 챔피언결정전 2차 (최종),장수영,조대현,273수 백 6.5집승
2019-12-27,2019 NH농협은행 시니어 바둑리그 챔피언결정전 2차 (최종),서봉수,강 훈(大),298수 백 3.5집승
2019-12-26,2019 NH농협은행 시니어 바둑리그 챔피언결정전 1차,조치훈,서봉수,243수 흑 불계승
2019-12-26,2019-2020 KB국민은행 바둑리그 13-1,강승민,박종훈,189수 흑 불계승
2019-12-26,2019-2020 KB국민은행 바둑리그 13-1,이지현(남),윤준상,188수 백 불계승
2019-12-26,2019-2020 KB국민은행 바둑리그 13-1,김지석,박승화,259수 백 2.5집승
2019-12-26,2019-2020 KB국민은행 바둑리그 13-1,백홍석,박상진,244수 백 불계승
2019-12-26,2019-2020 KB국민은행 바둑리그 13-1,박영훈,김상천,131수 흑 불계승
2019-12-26,2019 NH농협은행 시니어 바둑리그 챔피언결정전 1차,장수영,조대현,238수 백 9.5집승
2019-12-26,중국 바오산 국제바둑마스터스 결승전,이창호,다카오 신지,297수 흑 불계승
2019-12-25,2019-2020 KB국민은행 퓨처스리그 12-4,최광호,김현찬,174수 백 불계승
2019-12-25,2019-2020 KB국민은행 퓨처스리그 12-4,강창배,이상헌,241수 흑 불계승
2019-12-25,2019-2020 KB국민은행 퓨처스리그 12-4,한웅규,이호승,249수 백 10.5집승
2019-12-25,중국 바오산 국제바둑마스터스 4강전,다카오 신지,창하오,207수 흑 불계승
2019-12-25,2019 NH농협은행 시니어 바둑리그 플레이오프 3차전,조대현,김수장,193수 흑 불계승
2019-12-25,2019 NH농협은행 시니어 바둑리그 플레이오프 3차전,서봉수,박영찬,276수 백 11.5집승
2019-12-25,중국 바오산 국제바둑마스터스 4강전,이창호,마샤오춘,136수 백 불계승
2019-12-24,2019 NH농협은행 시니어 바둑리그 플레이오프 2차전,조대현,김수장,281수 백 0.5집승
2019-12-24,제13회 지지옥션배 신사 대 숙녀 연승대항전 본선 5국,강 훈(大),강다정,245수 흑 불계승
2019-12-24,2019 NH농협은행 시니어 바둑리그 플레이오프 2차전,서봉수,김기헌,221수 흑 불계승
2019-12-23,제13회 지지옥션배 신사 대 숙녀 연승대항전 본선 4국,강다정,김동엽,288수 백 11.5집승
2019-12-23,제3회 한국제지 여자기성전 결승3번기 2국(최종국),최 정,김채영,198수 백 불계승
2019-12-23,2019 NH농협은행 시니어 바둑리그 플레이오프 1차전,박영찬,조대현,307수 흑 3.5집승
2019-12-23,2019 NH농협은행 시니어 바둑리그 플레이오프 1차전,김종준,김기헌,331수 흑 1.5집승
2019-12-23,2019 NH농협은행 시니어 바둑리그 플레이오프 1차전,김수장,서봉수,255수 흑 1.5집승
2019-12-22,2019 조아바이톤배 루키리그 본선 12-3,양유준,윤예성,223수 흑 불계승
2019-12-22,2019 조아바이톤배 루키리그 본선 12-4,한우진,이우람,251수 흑 5.5집승
2019-12-22,2019-2020 KB국민은행 바둑리그 12-4,문유빈,이원도,199수 흑 불계승
2019-12-22,2019-2020 KB국민은행 퓨처스리그 12-3,오장욱,이현호,198수 백 불계승
2019-12-22,2019-2020 KB국민은행 바둑리그 12-4,신진서,홍성지,211수 흑 불계승
2019-12-22,2019-2020 KB국민은행 바둑리그 12-4,최 정,송규상,298수 흑 2.5집승
2019-12-22,2019-2020 KB국민은행 바둑리그 12-4,나 현,김현찬,165수 흑 불계승
2019-12-22,2019-2020 KB국민은행 퓨처스리그 12-3,이춘규,민상연,190수 백 불계승
2019-12-22,2019-2020 KB국민은행 바둑리그 12-4,조한승,설현준,243수 흑 불계승
2019-12-22,2019-2020 KB국민은행 퓨처스리그 12-3,안조영,박영롱,153수 흑 불계승
2019-12-21,2019-2020 KB국민은행 퓨처스리그 12-2,박현수,정훈현,281수 흑 0.5집승
2019-12-21,2019-2020 KB국민은행 퓨처스리그 12-1,김창훈,유재호,173수 흑 불계승
2019-12-21,2019-2020 KB국민은행 퓨처스리그 12-2,전용수,윤 혁,177수 흑 불계승
2019-12-21,2019-2020 KB국민은행 바둑리그 12-3,신민준,이춘규,299수 흑 4.5집승
2019-12-21,2019-2020 KB국민은행 바둑리그 12-3,이동훈,안정기,251수 흑 불계승
2019-12-21,2019-2020 KB국민은행 퓨처스리그 12-1,김세동,김기범,151수 흑 불계승
2019-12-21,2019-2020 KB국민은행 퓨처스리그 12-2,홍기표,김상천,328수 흑 4.5집승
2019-12-21,2019-2020 KB국민은행 바둑리그 12-3,진시영,박하민,197수 흑 불계승
2019-12-21,2019-2020 KB국민은행 퓨처스리그 12-1,최원용,박준석,172수 백 불계승
2019-12-21,2019-2020 KB국민은행 바둑리그 12-3,강동윤,윤찬희,263수 흑 불계승
2019-12-21,2019-2020 KB국민은행 바둑리그 12-3,허영호,박진솔,242수 백 불계승
2019-12-20,2019-2020 KB국민은행 바둑리그 12-2,최재영,강승민,214수 백 불계승
2019-12-20,제25회 GS칼텍스배 프로기전 프로기전 예선 결승,이창석,김채영,흑 집승
2019-12-20,제25회 GS칼텍스배 프로기전 프로기전 예선 결승,이동훈,이주형,흑 집승
2019-12-20,2019-2020 KB국민은행 바둑리그 12-2,박정환,김지석,184수 백 불계승
2019-12-20,2019-2020 KB국민은행 바둑리그 12-2,윤준상,류수항,206수 백 불계승
2019-12-20,2019-2020 KB국민은행 바둑리그 12-2,백홍석,송지훈,302수 백 0.5집승
2019-12-20,2019-2020 KB국민은행 바둑리그 12-2,원성진,정서준,239수 흑 불계승
2019-12-19,2019-2020 KB국민은행 바둑리그 12-1,심재익,변상일,165수 흑 불계승
2019-12-19,2019-2020 KB국민은행 바둑리그 12-1,김명훈,김세동,169수 흑 불계승
2019-12-19,2019-2020 KB국민은행 바둑리그 12-1,한승주,이창석,142수 백 불계승
2019-12-19,2019-2020 KB국민은행 바둑리그 12-1,한태희,박건호,232수 백 불계승
2019-12-19,2019 NH농협은행 시니어 바둑리그 준플레이오프 1차전,루이나이웨이,서봉수,197수 흑 불계승
2019-12-19,2019-2020 KB국민은행 바둑리그 12-1,최철한,이영구,165수 흑 불계승
2019-12-19,2019 NH농협은행 시니어 바둑리그 준플레이오프 1차전,김종준,정대상,260수 백 불계승
2019-12-19,2019 NH농협은행 시니어 바둑리그 준플레이오프 1차전,조대현,김일환,249수 흑 10.5집승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-4,조치훈,조대현,86수 흑 시간승
2019-12-18,2019-2020 KB국민은행 퓨처스리그 11-4,최광호,전용수,278수 흑 6.5집승
2019-12-18,2019 크라운해태배 본선 32강,박하민,정서준,239수 흑 불계승
2019-12-18,2019 크라운해태배 본선 32강,김명훈,박민규,260수 백 불계승
2019-12-18,제25회 GS칼텍스배 프로기전 예선 3회차,이동훈,김은선,흑 집승
2019-12-18,제25회 GS칼텍스배 프로기전 예선 결승,강승민,윤찬희,202수 백 불계승
2019-12-18,2019-2020 KB국민은행 퓨처스리그 11-4,강창배,홍기표,156수 백 불계승
2019-12-18,2019-2020 KB국민은행 퓨처스리그 11-4,한웅규,정훈현,314수 흑 4.5집승
2019-12-18,제25회 GS칼텍스배 프로기전 예선 결승,박정환,강우혁,172수 백 불계승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-1,루이나이웨이,김동면,91수 흑 불계승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-2,안관욱,서능욱,226수 백 불계승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-2,박승문,김동엽,260수 흑 불계승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-1,차민수,김철중,213수 흑 불계승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-3,김종수,박영찬,236수 백 불계승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-2,강만우,황원준,242수 백 5.5집승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-4,강 훈(大),김종준,144수 백 불계승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-3,김수장,한철균,172수 백 불계승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-1,김일환,오규철,296수 흑 2.5집승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-3,백성호,김기헌,293수 백 8.5집승
2019-12-18,2019 NH농협은행 시니어 바둑리그 본선 14-4,서봉수,장수영,214수 백 불계승
2019-12-17,제13회 지지옥션배 신사 대 숙녀 연승대항전 본선 3국,강다정,김기헌,313수 흑 1.5집승
2019-12-17,제38회 KBS바둑왕전 결승3번기 3국(최종국),신진서,신민준,208수 백 불계승
2019-12-17,제38회 KBS바둑왕전 결승3번기 2국,신진서,신민준,180수 백 불계승
2019-12-17,제3회 한국제지 여자기성전 결승3번기 1국,최 정,김채영,175수 흑 불계승
2019-12-17,제25회 GS칼텍스배 프로기전 예선 3회차,윤찬희,온소진,흑 집승
2019-12-17,제25회 GS칼텍스배 프로기전 예선 3회차,박정환,류동완,흑 집승
2019-12-16,제3회 한국제지 여자기성전 본선 3-4위전,권주리,김혜민,284수 백 4.5집승
2019-12-16,제25회 GS칼텍스배 프로기전 예선 결승,신민준,김세동,흑 집승
2019-12-16,제25회 GS칼텍스배 프로기전 예선 2회차,이동훈,진시영,286수 백 불계승
2019-12-16,제25회 GS칼텍스배 프로기전 예선 2회차,윤찬희,박하민,흑 집승
2019-12-16,제25회 GS칼텍스배 프로기전 예선 2회차,박정환,조완규,161수 흑 불계승
2019-12-16,제25회 GS칼텍스배 프로기전 예선 결승,김형우,박건호,275수 흑 1.5집승
2019-12-16,제25회 GS칼텍스배 프로기전 예선 결승,최철한,김대희,203수 흑 불계승
2019-12-16,제13회 지지옥션배 신사 대 숙녀 연승대항전 본선 2국,김기헌,김미리,236수 백 불계승
2019-12-15,2019 조아바이톤배 루키리그 본선 11-3,오병우,이우람,223수 흑 1.5집승
2019-12-15,2019 조아바이톤배 루키리그 본선 11-2,권효진(남),윤예성,207수 흑 불계승
2019-12-15,2019-2020 KB국민은행 바둑리그 11-4,최재영,문유빈,218수 백 불계승
2019-12-15,2019 크라운해태배 본선 32강,이창석,백찬희,167수 흑 불계승
2019-12-15,2019 크라운해태배 본선 32강,박종훈,한승주,234수 백 불계승
2019-12-15,2019-2020 KB국민은행 바둑리그 11-4,설현준,홍기표,152수 백 불계승
2019-12-15,2019-2020 KB국민은행 퓨처스리그 11-3,이호승,박현수,254수 백 불계승
2019-12-15,2019-2020 KB국민은행 퓨처스리그 11-3,이상헌,윤 혁,124수 백 불계승
2019-12-15,2019-2020 KB국민은행 퓨처스리그 11-3,김현찬,김상천,225수 흑 불계승
2019-12-15,2019-2020 KB국민은행 바둑리그 11-4,박정환,나 현,195수 흑 불계승
2019-12-15,2019-2020 KB국민은행 바둑리그 11-4,홍성지,송지훈,237수 흑 불계승
2019-12-15,2019-2020 KB국민은행 바둑리그 11-4,원성진,송규상,201수 흑 불계승
2019-12-14,2019 크라운해태배 본선 32강,김동희(小),김경은,187수 흑 불계승
2019-12-14,2019 조아바이톤배 루키리그 본선 10-3,현유빈,권효진(남),262수 흑 2.5집승
2019-12-14,2019-2020 KB국민은행 퓨처스리그 11-1,강우혁,안조영,284수 백 1.5집승
2019-12-14,2019 크라운해태배 본선 32강,박진영,백현우,223수 흑 불계승
2019-12-14,2019-2020 KB국민은행 퓨처스리그 11-2,오장욱,박준석,183수 흑 불계승
2019-12-14,2019-2020 KB국민은행 바둑리그 11-3,신진서,정서준,216수 백 불계승
2019-12-14,2019-2020 KB국민은행 퓨처스리그 11-2,박영롱,유재호,155수 흑 불계승
2019-12-14,2019-2020 KB국민은행 바둑리그 11-3,강승민,이호승,218수 백 불계승
2019-12-14,2019-2020 KB국민은행 퓨처스리그 11-2,김세동,민상연,154수 백 불계승
2019-12-14,2019-2020 KB국민은행 퓨처스리그 11-1,이춘규,김기용,170수 백 불계승
2019-12-14,2019-2020 KB국민은행 퓨처스리그 11-1,이현호,김민석,279수 흑 1.5집승
2019-12-14,2019-2020 KB국민은행 바둑리그 11-3,김지석,최 정,210수 백 불계승
2019-12-14,2019-2020 KB국민은행 바둑리그 11-3,윤준상,조한승,221수 흑 불계승
2019-12-14,2019-2020 KB국민은행 바둑리그 11-3,백홍석,한상훈,217수 흑 불계승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,백현우,최명훈,302수 흑 7.5집승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,현유빈,신재원,흑 집승
2019-12-13,2019-2020 KB국민은행 바둑리그 11-2,안정기,최철한,269수 백 0.5집승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,최재영,배준희,흑 집승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,박재근,정훈현,흑 불계승
2019-12-13,2019 크라운해태배 본선 32강,송지훈,허서현,204수 백 불계승
2019-12-13,2019-2020 KB국민은행 바둑리그 11-2,박하민,김세동,279수 백 4.5집승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,박종훈,이재성,흑 집승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,김명훈,한우진,279수 백 2.5집승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,설현준,심준섭,흑 집승
2019-12-13,2019-2020 KB국민은행 바둑리그 11-2,신민준,박건호,204수 백 불계승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,김현찬,이지현(남),204수 백 불계승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,류수항,조경호,흑 집승
2019-12-13,2019 크라운해태배 본선 32강,강승민,이도현,124수 백 불계승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,박시열,강지범,흑 집승
2019-12-13,2019-2020 KB국민은행 바둑리그 11-2,강동윤,이창석,295수 흑 불계승
2019-12-13,2019-2020 KB국민은행 바둑리그 11-2,허영호,송태곤,197수 흑 불계승
2019-12-13,제25회 GS칼텍스배 프로기전 예선 결승,박영훈,최현재,191수 흑 불계승
2019-12-12,2019 중국 갑조리그,왕싱하오,당이페이,흑
2019-12-12,2019 중국 갑조리그,리웨이칭,마이차오,흑
2019-12-12,2019 중국 갑조리그,랴오위안허,후야오위,흑
2019-12-12,2019 중국 갑조리그,천셴(賢),쑨텅위,흑
2019-12-12,2019 중국 갑조리그,커제,자오천위,흑
2019-12-12,2019 중국 갑조리그 5-6위전 3라운드,판윈뤄,박정환,247수 흑 불계승
2019-12-12,2019 중국 갑조리그,미위팅,판인,흑
2019-12-12,2019 중국 갑조리그,펑리야오,황윈쑹,흑
2019-12-12,2019 NH농협은행 시니어 바둑리그 본선 13-4,조치훈,박영찬,183수 흑 불계승
2019-12-12,제25회 GS칼텍스배 프로기전 예선 3회차,이재성,유재호,흑 집승
2019-12-12,제25회 GS칼텍스배 프로기전 예선 3회차,김채영,이원도,흑 집승
2019-12-12,2019-2020 KB국민은행 바둑리그 11-1,이지현(남),이창호,226수 백 불계승
2019-12-12,제25회 GS칼텍스배 프로기전 예선 3회차,김세동,최규병,흑 집승
2019-12-12,2019-2020 KB국민은행 바둑리그 11-1,윤찬희,박종훈,176수 백 불계승
2019-12-12,2019-2020 KB국민은행 바둑리그 11-1,박승화,안조영,263수 백 2.5집승
2019-12-12,2019-2020 KB국민은행 바둑리그 11-1,진시영,박상진,260수 백 불계승
2019-12-12,2019-2020 KB국민은행 바둑리그 11-1,박진솔,박영훈,178수 백 불계승
2019-12-12,제25회 GS칼텍스배 프로기전 예선 결승,강동윤,정두호,흑 집승
2019-12-12,2019 NH농협은행 시니어 바둑리그 본선 13-4,강 훈(大),김기헌,298수 백 1.5집승
2019-12-12,2019 NH농협은행 시니어 바둑리그 본선 13-4,김수장,장수영,171수 흑 불계승
2019-12-11,2019 중국 갑조리그,딩하오,롄샤오,흑
2019-12-11,2019 중국 갑조리그 챔피언결정전 2라운드,셰커,이동훈,320수 흑 1.5집승
2019-12-11,2019 중국 갑조리그,랴오위안허,왕싱하오,흑
2019-12-11,2019 중국 갑조리그,판인,황윈쑹,흑
2019-12-11,2019 중국 갑조리그,커제,자오천위,흑
2019-12-11,2019 중국 갑조리그,당이페이,판윈뤄,흑
2019-12-11,2019 중국 갑조리그,리친청,샤천쿤,흑
2019-12-11,2019 중국 갑조리그,미위팅,펑리야오,흑
2019-12-11,2019 중국 갑조리그,후야오위,구링이,흑
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,백현우,김준석,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,신재원,박승화,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,정훈현,강지훈,백 불계승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,한우진,이 연,흑 집승
2019-12-11,2019-2020 KB국민은행 퓨처스리그 10-4,김상천,김세동,226수 백 불계승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,심준섭,최광호,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,강지범,홍민표,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,이주형,이승준,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,현유빈,오병우,흑 집승
2019-12-11,2019-2020 KB국민은행 퓨처스리그 10-4,박현수,유재호,230수 흑 2.5집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,강우혁,민상연,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,박건호,김기범,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,최재영,김경환,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,이창석,조한승,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,박재근,안정기,흑 집승
2019-12-11,2019 중국 갑조리그 3-4위전 2라운드,박하민,천셴(賢),228수 백 불계승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,박종훈,송규상,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,김명훈,전영규,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,최현재,문지환,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,설현준,강유택,흑 집승
2019-12-11,2019 중국 갑조리그 챔피언결정전 2라운드(최종라운드),신진서,우광야,283수 백 불계승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,신민준,한승주,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,정두호,이희성,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,김현찬,유창혁,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,류수항,김동면,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 2회차,김채영,이호범,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,강승민,박진솔,흑 집승
2019-12-11,2019-2020 KB국민은행 퓨처스리그 10-4,박준석,윤 혁,135수 흑 불계승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,이지현(남),최 정,186수 백 불계승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,박시열,김대용,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,조경호,문종호,흑 집승
2019-12-11,2019 중국 갑조리그 5-6위전 2라운드,박정환,리웨이칭,285수 흑 0.5집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,배준희,선승민,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,김형우,서건우,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,김대희,이현준,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,강동윤,박지영,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,박영훈,문유빈,흑 집승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,최철한,이창호,196수 백 불계승
2019-12-11,2019 NH농협은행 시니어 바둑리그 본선 13-3,안관욱,김종수,293수 백 1.5집승
2019-12-11,2019 NH농협은행 시니어 바둑리그 본선 13-3,박승문,백성호,131수 흑 불계승
2019-12-11,제25회 GS칼텍스배 프로기전 예선 3회차,최명훈,이춘규,흑 집승
2019-12-11,2019 NH농협은행 시니어 바둑리그 본선 13-3,강만우,문명근,307수 백 6.5집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,백현우,오정아,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이재성,김상천,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,신재원,조인선,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,강지훈,조연우,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,정훈현,황재연,흑 9.5집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,한우진,김진훈,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,심준섭,백흥수,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이 연,천풍조,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,문지환,문민종,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,문종호,이상훈(大),흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,최광호,류민형,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,박지영,김강근,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,문유빈,강다정,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,선승민,윤지희,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,오병우,박지은,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,김경환,김혜민,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,강지범,김진휘,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이주형,정서준,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이승준,백찬희,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,김기범,김영도,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,현유빈,문명근,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,송규상,윤민중,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,강우혁,김기용,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,안정기,이성재,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,박건호,이민진,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,최재영,김희수(남),흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이창석,이영구,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,박재근,이동휘,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,김준석,이현호,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,박종훈,박민규,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,김명훈,이형진,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이현준,박영롱,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,최현재,최은규,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,설현준,송태곤,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,한승주,김정현(大),흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,신민준,윤성식,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,정두호,이지현(여),흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,민상연,김환수,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,김현찬,신윤호,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,류수항,서중휘,흑 집승
2019-12-10,제3회 한국제지 여자기성전 본선 4강,김채영,권주리,224수 백 불계승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,강승민,황원준,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,최 정,김동호,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이지현(남),김민석,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,박시열,김동우,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,김세동,전용수,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이춘규,김지명,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,류동완,양상국,흑 집승
2019-12-10,제25회 GS칼텍스배 프로기전 예선 2회차,이원도,박현수,흑 집승
