날짜,라운드,승자,패자,결과
2018-12-26,제38회 KBS바둑왕전 예선 2회전,강다정,도은교,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,강다정,최철한,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,설현준,심준섭,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,설현준,이단비,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,백찬희,김미리,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,유오성,이용수,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,김진휘,허 진,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,한승주,문유빈,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,신윤호,김지명,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,박경근,주형욱,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,민상연,장혜령,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,이상헌,김동우,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,조인선,황진형,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,조인선,한상열,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,박민규,온소진,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,박민규,한철균,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,김성진,진동규,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,양우석,이호승,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,이동훈,윤현빈,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,김채영,강유택,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,최홍윤,최광호,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,최홍윤,김민희,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,강승민,윤민중,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,박준석,김종수,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,강 훈 (小),차부일,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,나 현,최영찬,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,나 현,박영롱,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,이형진,김형환,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,이원영,박창명,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,장건현,이유진,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,류민형,박정수,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,박시열,이현욱,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,김세동,이영신,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,한웅규,김경환,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,이원도,류수항,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,강유택,정대상,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,윤찬희,강지범,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,조경호,이상헌,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,홍기표,박지영,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,홍기표,김준영,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,유재호,오병우,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,유재호,나종훈,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,진시영,이동휘,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,김기용,선승민,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,김대용,강지수,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,박진솔,유창주,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,박진솔,서봉수,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,윤준상,한상훈,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,홍성지,정연우,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,홍성지,권효진(여),흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,백홍석,박경근,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,이영구,김기용,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,박영훈,권주리,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,박영훈,윤종섭,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,홍민표,오정아,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,홍민표,최원용,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,이민진,최병환,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,이용수,김기원,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,원성진,김다영,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,원성진,박건호,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,조한승,차수권,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 1회전,이현욱,김철중,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,이성재,이민진,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,안조영,김민정,흑 집승
2018-12-26,제38회 KBS바둑왕전 예선 2회전,최명훈,김기범,흑 집승
2018-12-25,제1회 천부배 세계바둑선수권전 결승3번기 2국,신진서,천야오예,286수 백 2.5집승
2018-12-24,제24회 GS칼텍스배 프로기전 예선 3회차,박영훈,김명훈,흑 집승
2018-12-23,제1회 천부배 세계바둑선수권전 결승3번기 1국,천야오예,신진서,200수 백 불계승
2018-12-23,2018 크라운해태배 본선 32강,신민준,현유빈,182수 백 불계승
2018-12-22,2018 크라운해태배 본선 32강,김명훈,설현준,139수 흑 불계승
2018-12-22,2018 크라운해태배 본선 32강,나 현,한승주,284수 백 0.5집승
2018-12-21,제1회 천부배 세계바둑선수권전 4강,천야오예,박정환,178수 백 불계승
2018-12-21,제1회 천부배 세계바둑선수권전 4강,신진서,장웨이제,265수 흑 불계승
2018-12-21,2018 크라운해태배 본선 32강,강승민,윤민중,209수 흑 불계승
2018-12-19,제24회 GS칼텍스배 프로기전 예선 결승,이동훈,류수항,흑 집승
2018-12-19,제12회 춘란배 세계바둑선수권 본선 4강,박정환,커제,291수 백 1.5집승
2018-12-19,제12회 춘란배 세계바둑선수권 본선 4강,박영훈,당이페이,310수 흑 1.5집승
2018-12-18,제24회 GS칼텍스배 프로기전 예선 결승,신민준,김진휘,흑 집승
2018-12-18,제24회 GS칼텍스배 프로기전 예선 3회차,이동훈,윤민중,흑 집승
2018-12-17,제12회 춘란배 세계바둑선수권 본선 8강,커제,김지석,302수 백 0.5집승
2018-12-17,제12회 춘란배 세계바둑선수권 본선 8강,당이페이,천야오예,273수 흑 불계승
2018-12-17,제24회 GS칼텍스배 프로기전 예선 2회차,김명훈,윤예성,흑 집승
2018-12-17,제24회 GS칼텍스배 프로기전 예선 3회차,신민준,박상진,흑 집승
2018-12-17,제24회 GS칼텍스배 프로기전 예선 2회차,이동훈,허 진,흑 집승
2018-12-17,제12회 춘란배 세계바둑선수권 본선 8강,박정환,셰커,238수 백 불계승
2018-12-17,제12회 춘란배 세계바둑선수권 본선 8강,박영훈,구쯔하오,222수 백 불계승
2018-12-16,2018 크라운해태배 본선 32강,이창석,김경은,181수 흑 불계승
2018-12-16,2018 크라운해태배 본선 32강,박하민,강우혁,180수 백 불계승
2018-12-16,제24회 GS칼텍스배 프로기전 예선 2회차,신민준,문종호,흑 집승
2018-12-15,2018 크라운해태배 본선 32강,최재영,송지훈,213수 흑 불계승
2018-12-15,2018 크라운해태배 본선 32강,오유진,김선기,153수 흑 불계승
2018-12-14,2018 중국 갑조리그,이링타오,양카이원,흑
2018-12-14,2018 중국 갑조리그,셰커,샤천쿤,흑
2018-12-14,2018 중국 갑조리그,랴오위안허,리웨이칭,흑
2018-12-14,2018 중국 갑조리그,딩스슝,리저,흑
2018-12-14,2018 중국 갑조리그,쉬자양,판팅위,흑
2018-12-14,2018 중국 갑조리그,천쯔젠,투샤오위,흑
2018-12-14,2018 중국 갑조리그,왕쩌진,퉈자시,흑
2018-12-14,2018 중국 갑조리그,퉁멍청,션페이란,흑
2018-12-14,2018 중국 갑조리그,자오천위,스위라이,흑
2018-12-14,2018 중국 갑조리그,황신,저우허시,흑
2018-12-14,2018 중국 갑조리그,셰얼하오,천야오예,흑
2018-12-14,2018 중국 갑조리그,장타오(?),장리,흑
2018-12-14,2018 중국 갑조리그,구쯔하오,장웨이제,흑
2018-12-14,2018 중국 갑조리그,황윈쑹,타오신란,흑
2018-12-14,2018 중국 갑조리그,판윈뤄,당이페이,흑
2018-12-14,2018 중국 갑조리그,롄샤오,천위눙,흑
2018-12-14,2018 중국 갑조리그,리친청,우광야,흑
2018-12-14,2018 중국 갑조리그,양딩신,커제,흑
2018-12-14,2018 중국 갑조리그,스웨,위즈잉,흑
2018-12-14,2018 중국 갑조리그,저우루이양,리쉬안하오,흑
2018-12-14,2018 중국 갑조리그,펑리야오,탄샤오,흑
2018-12-14,2018 중국 갑조리그,구링이,셰허,흑
2018-12-14,2018 중국 갑조리그,구리,판인,흑
2018-12-14,2018 크라운해태배 본선 32강,박건호,김진휘,210수 백 불계승
2018-12-14,2018 크라운해태배 본선 32강,박진영,오정아,218수 흑 1.5집승
2018-12-14,2018 중국 갑조리그 본선 26회전,김명훈,탕웨이싱,200수 백 불계승
2018-12-14,2018 중국 갑조리그 본선 26회전,신민준,중원징,382수 흑 1.5집승
2018-12-14,2018 중국 갑조리그,멍타이링,한이저우,흑
2018-12-14,2018 중국 갑조리그 본선 26회전,박정환,류시,175수 흑 불계승
2018-12-14,2018 중국 갑조리그 본선 26회전,이영구,허위한,248수 백 불계승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,문유빈,박민규,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,강우혁,최광호,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,홍무진,박지훈(小),흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,이현준,강유택,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,최현재,박진솔,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,변상일,허영호,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,안국현,류동완,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,이원도,송태곤,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,김승재,나 현,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,강동윤,송지훈,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,백홍석,박경근,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,원성진,유오성,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,최철한,최재영,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,조한승,김현찬,흑 집승
2018-12-13,제24회 GS칼텍스배 프로기전 예선 결승,목진석,김원빈,흑 집승
2018-12-12,2018 중국 갑조리그,이링타오,구링이,흑
2018-12-12,2018 중국 갑조리그,쉬자양,딩스슝,흑
2018-12-12,2018 중국 갑조리그,양카이원,후위한,흑
2018-12-12,2018 중국 갑조리그,왕쩌진,샤천쿤,흑
2018-12-12,2018 중국 갑조리그,류시,멍타이링,흑
2018-12-12,2018 중국 갑조리그 본선 25회전,판인,김명훈,282수 백 불계승
2018-12-12,2018 중국 갑조리그,퉁멍청,리친청,흑
2018-12-12,2018 중국 갑조리그,자오천위,롄샤오,흑
2018-12-12,2018 중국 갑조리그,황신,투샤오위,흑
2018-12-12,2018 중국 갑조리그,셰얼하오,딩하오,흑
2018-12-12,2018 중국 갑조리그,장타오(?),션페이란,흑
2018-12-12,2018 중국 갑조리그 본선 25회전,구쯔하오,이세돌,199수 흑 불계승
2018-12-12,2018 중국 갑조리그,판팅위,마이차오,흑
2018-12-12,2018 중국 갑조리그,커제,천야오예,흑
2018-12-12,2018 중국 갑조리그,황윈쑹,셰커,흑
2018-12-12,2018 중국 갑조리그,저우허시,스위라이,흑
2018-12-12,2018 중국 갑조리그,당이페이,천쯔젠,흑
2018-12-12,2018 중국 갑조리그,양딩신,리웨이칭,흑
2018-12-12,2018 중국 갑조리그,타오신란,장치룬,흑
2018-12-12,2018 중국 갑조리그,장웨이제,랴오위안허,흑
2018-12-12,2018 중국 갑조리그,저우루이양,한이저우,흑
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,최광호,정서준,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,문유빈,양우석,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,송규상,김성진,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,강우혁,김민석,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,최재영,오유진,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,홍무진,김채영,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,송지훈,전용수,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,이현준,조경호,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,최현재,서봉수,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,유오성,김영도,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,이호승,최명훈,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,김진휘,전영규,흑 집승
2018-12-12,2018 중국 갑조리그 본선 25회전,신민준,스웨,322수 흑 5.5집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,변상일,박재근,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,김원빈,김남훈,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,박경근,김진훈,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,김현찬,서중휘,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,박민규,문도원,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,류수항,박현수,흑 집승
2018-12-12,2018 중국 갑조리그 본선 25회전,이동훈,퉈자시,199수 흑 불계승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,나 현,장건현,흑 집승
2018-12-12,2018 중국 갑조리그,리쉬안하오,판윈뤄,흑
2018-12-12,2018 중국 갑조리그,우광야,탕웨이싱,흑
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,안국현,박시열,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,류동완,송혜령,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,이원도,김강근,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,강유택,박하민,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,김승재,이형진,흑 집승
2018-12-12,2018 중국 갑조리그 본선 25회전,박정환,미위팅,238수 백 불계승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,박지훈(小),최홍윤,흑 집승
2018-12-12,2018 중국 갑조리그,셰허,탄샤오,흑
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,박진솔,박승화,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,강동윤,백대현,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,허영호,강 훈(大),흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,백홍석,김정현(大),흑 집승
2018-12-12,2018 중국 갑조리그 본선 25회전,이영구,구리,253수 흑 불계승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,송태곤,신윤호,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,원성진,이상훈(小),흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,최철한,권주리,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,조한승,한상조,흑 집승
2018-12-12,제24회 GS칼텍스배 프로기전 예선 3회차,목진석,강지범,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김민석,최기훈,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,최광호,김동엽,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,한상조,김대희,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,문유빈,박병규,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,정서준,이정우,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,강지범,장수영,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,박현수,이원영,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,전용수,이춘규,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,송규상,윤지희,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,권주리,한승주,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,강우혁,양재호,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,윤민중,강지수,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,박상진,김승준,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,최재영,홍성지,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,박재근,최영찬,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,홍무진,김형환,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,송지훈,천풍조,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,박하민,박진영,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김영도,김현섭,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,송혜령,최병환,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,이현준,홍기표,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김남훈,안관욱,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,최현재,유창주,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,유오성,홍민표,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,이호승,김일환,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김진휘,송상훈,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,신윤호,김희수(남),흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,오유진,주형욱,흑 집승
2018-12-11,제37회 KBS바둑왕전 본선 4강전,신민준,이세돌,316수 백 불계승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,변상일,김동우,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김원빈,김준석,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,박경근,박지훈(大),흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김현찬,김혜민,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,박민규,심재익,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,류수항,정연우,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김성진,박정근,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,양우석,박준석,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김채영,박정상,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,최홍윤,문지환,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,나 현,김신영,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,안국현,박지연,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,이형진,황재연,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,장건현,유재호,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김정현(大),김누리,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,박시열,김기범,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,문도원,이지현(남),흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,류동완,윤현석,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김진훈,김광식,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,이원도,박창명,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,강유택,김선기,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,김승재,이창석,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,조경호,윤현빈,흑 집승
2018-12-11,제37회 KBS바둑왕전 본선 4강전,박정환,신진서,201수 흑 불계승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,박승화,최원용,흑 집승
2018-12-11,제24회 GS칼텍스배 프로기전 예선 2회전,전영규,한웅규,흑 집승
