날짜,라운드,승자,패자,결과
2021-12-27,제9회 중국 여자 갑조리그 18라운드,우이밍,왕솽,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,리신이,장쯔한,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,팡뤄시,왕위보,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,류후이링,황쯔핑,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,저우훙위,판양,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,잔잉,루이나이웨이,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,자오이페이,차이비한,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,루민취안,천이밍,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,가오싱,리쓰쉬안,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,위즈잉,쑹룽후이,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,탕이,웨자옌,흑 집승
2021-12-27,제9회 중국 여자 갑조리그 18라운드,리허,조승아,262수 백 2.5집승
2021-12-27,2021 크라운해태배 본선 32강,박상진,선승민,156수 백 불계승
2021-12-27,2021 크라운해태배 본선 32강,설현준,박진영,232수 흑 2.5집승
2021-12-27,제3회 쏘팔 코사놀 최고기사 결정전 2차 예선 9국,윤찬희,백현우,214수 백 불계승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,옌시무,쉬하이저,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,우이밍,리샤오시94,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,리신이,가오싱,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,팡뤄시,웨자옌,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,류후이링,탕이,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,저우훙위,잔잉,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,자오이페이,탕자원,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,루민취안,루이나이웨이,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,왕위보,루자,기권승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,장쯔한,왕솽,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,판양,장멍야오,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,위즈잉,황쯔핑,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,천이밍,인취(尹渠),흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,왕천싱,차이비한,흑 집승
2021-12-26,제9회 중국 여자 갑조리그 17라운드,리허,쑹룽후이,흑 집승
2021-12-26,2021-2022 KB국민은행 퓨처스리그 5-3,이의현,유오성,230수 백 불계승
2021-12-26,2021-2022 KB국민은행 바둑리그 본선 5-4,문민종,한상훈,210수 백 불계승
2021-12-26,2021-2022 KB국민은행 바둑리그 본선 5-4,박상진,김승재,248수 백 1.5집승
2021-12-26,2021-2022 KB국민은행 바둑리그 본선 5-4,설현준,박민규,192수 백 불계승
2021-12-26,2021-2022 KB국민은행 바둑리그 본선 5-4,이원영,김세동,211수 흑 불계승
2021-12-26,2021-2022 KB국민은행 퓨처스리그 5-3,이원도,곽원근,332수 백 7.5집승
2021-12-26,제1기 우슬봉조 한국기원 선수권전 본선 25국,박정환,변상일,156수 백 불계승
2021-12-26,2021-2022 KB국민은행 퓨처스리그 5-3,진시영,김대용,213수 흑 불계승
2021-12-26,2021-2022 KB국민은행 바둑리그 본선 5-4,김지석,신민준,291수 흑 불계승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,장멍야오,웨자옌,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,탕자원,왕천싱,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,팡뤄시,류후이링,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,저우훙위,루민취안,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,자오이페이,쉬징치,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,장쯔한,잔잉,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,왕솽,리신이,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,판양,자강루(여),흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,위즈잉,루이나이웨이,201수 흑 불계승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,천이밍,추커얼,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,차이비한,쉬하이저,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,탕이,리쓰쉬안,흑 집승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,리허,왕위보,흑 집승
2021-12-25,2021-2022 KB국민은행 퓨처스리그 5-1,최광호,이형진,265수 흑 불계승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,조승아,리샤오시94,186수 백 불계승
2021-12-25,2021-2022 KB국민은행 퓨처스리그 5-2,현유빈,조완규,233수 흑 불계승
2021-12-25,2021-2022 KB국민은행 퓨처스리그 5-1,김창훈,김성진,336수 백 7.5집승
2021-12-25,2021-2022 KB국민은행 퓨처스리그 5-2,강우혁,박진영,311수 백 2.5집승
2021-12-25,2021-2022 KB국민은행 바둑리그 본선 5-3,유오성,윤찬희,237수 흑 불계승
2021-12-25,2021-2022 KB국민은행 바둑리그 본선 5-3,신진서,이태현,187수 흑 불계승
2021-12-25,2021-2022 KB국민은행 바둑리그 본선 5-3,안국현,원성진,286수 흑 0.5집승
2021-12-25,2021-2022 KB국민은행 퓨처스리그 5-1,류민형,이현준,230수 백 불계승
2021-12-25,2021-2022 KB국민은행 바둑리그 본선 5-3,안성준,조한승,296수 흑 0.5집승
2021-12-25,2021-2022 KB국민은행 퓨처스리그 5-2,이현호,김미리,192수 백 불계승
2021-12-25,제9회 중국 여자 갑조리그 16라운드,김혜민,가오싱,257수 흑 불계승
2021-12-25,2021-2022 KB국민은행 바둑리그 본선 5-3,이창호,이원도,181수 흑 불계승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,탕자원,가오싱,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,리신이,차이비한,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,저우훙위,리쓰쉬안,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,자오이페이,장쯔한,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,루민취안,장멍야오,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,왕솽,잔잉,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,판양,리샤오시94,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,위즈잉,팡뤄시,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,천이밍,옌시무,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,탕이,추커얼,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,왕천싱,우이밍,흑 집승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,리허,김혜민,199수 흑 불계승
2021-12-24,2021-2022 KB국민은행 바둑리그 본선 5-2,조완규,박종훈,205수 흑 불계승
2021-12-24,제5회 한국 프로기사협회 리그 5조,조남균,김기헌,흑 불계승
2021-12-24,제5회 한국 프로기사협회 리그 1조,한우진,신재원,백 불계승
2021-12-24,제5회 한국 프로기사협회 리그 4조,김상천,박현수,흑 불계승
2021-12-24,제5회 한국 프로기사협회 리그 2조,이 연,심재익,백 불계승
2021-12-24,2021-2022 KB국민은행 바둑리그 본선 5-2,한상조,박진영,203수 흑 불계승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,조승아,류후이링,217수 흑 불계승
2021-12-24,2021-2022 KB국민은행 바둑리그 본선 5-2,박하민,박정환,202수 백 불계승
2021-12-24,2021-2022 KB국민은행 바둑리그 본선 5-2,한승주,김진휘,193수 흑 불계승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,오유진,왕위보,248수 흑 2.5집승
2021-12-24,제5회 한국 프로기사협회 리그 4조,류민형,최원용,흑 4.5집승
2021-12-24,제5회 한국 프로기사협회 리그 5조,김수진,김일환,기권승
2021-12-24,2021-2022 KB국민은행 바둑리그 본선 5-2,박영훈,박진솔,225수 흑 불계승
2021-12-24,제9회 중국 여자 갑조리그 15라운드,루이나이웨이,쑹룽후이,흑 집승
2021-12-24,제5회 한국 프로기사협회 리그 5조,김일환,김기헌,흑 불계승
2021-12-23,제5회 한국 프로기사협회 리그 6조,이의현,윤희우,기권승
2021-12-23,제5회 한국 프로기사협회 리그 6조,임진욱,이의현,백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 6조,임상규,김민서,흑 3.5집승
2021-12-23,제5회 한국 프로기사협회 리그 6조,임상규,강창배,흑 불계승
2021-12-23,제5회 한국 프로기사협회 리그 6조,허영락,이슬주,기권승
2021-12-23,제5회 한국 프로기사협회 리그 6조,김민서,이슬주,기권승
2021-12-23,제5회 한국 프로기사협회 리그 6조,장은빈,윤희우,기권승
2021-12-23,제5회 한국 프로기사협회 리그 6조,김범서,이슬주,기권승
2021-12-23,제5회 한국 프로기사협회 리그 2조,주치홍,김동우,백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 3조,김영광,심준섭,백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 3조,김영광,이도현,백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 2조,이 연,윤민중,백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 3조,김기범,박지현,백 불계승
2021-12-23,2021 크라운해태배 본선 32강,조승아,금지우,234수 백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 2조,김창훈,김동우,백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 2조,김강민,윤민중,백 불계승
2021-12-23,2021-2022 KB국민은행 바둑리그 본선 5-1,박건호,이동훈,122수 백 불계승
2021-12-23,2021-2022 KB국민은행 바둑리그 본선 5-1,최재영,류민형,186수 백 불계승
2021-12-23,2021-2022 KB국민은행 바둑리그 본선 5-1,이창석,홍성지,212수 백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 2조,홍무진,선승민,백 불계승
2021-12-23,2021 크라운해태배 본선 32강,박하민,김경은,165수 흑 불계승
2021-12-23,2021-2022 KB국민은행 바둑리그 본선 5-1,변상일,김명훈,216수 백 불계승
2021-12-23,제5회 한국 프로기사협회 리그 4조,김채영,김은선,흑 불계승
2021-12-23,제5회 한국 프로기사협회 리그 1조,이원도,이태현,흑 불계승
2021-12-23,제27회 GS칼텍스배 프로기전 최종예선,박정환,김준석,흑 불계승
2021-12-23,제5회 한국 프로기사협회 리그 4조,최원용,차주혜,백 불계승
2021-12-23,2021-2022 KB국민은행 바둑리그 본선 5-1,최철한,김창훈,227수 흑 불계승
2021-12-22,2021 1004섬 신안 국제시니어 바둑대회 본선 4강,왕밍완,서봉수,98수 백 시간승
2021-12-22,제5회 한국 프로기사협회 리그 6조,김현빈,장은빈,백 불계승
2021-12-22,제5회 한국 프로기사협회 리그 6조,임진욱,김민서,흑 불계승
2021-12-22,제5회 한국 프로기사협회 리그 6조,허영락,임진욱,백 불계승
2021-12-22,제5회 한국 프로기사협회 리그 6조,허영락,임상규,흑 불계승
2021-12-22,제5회 한국 프로기사협회 리그 6조,김민서,허재원,백 1.5집승
2021-12-22,제5회 한국 프로기사협회 리그 6조,김범서,김현빈,흑 불계승
2021-12-22,제5회 한국 프로기사협회 리그 5조,김주아,차민수,흑 불계승
2021-12-22,제5회 한국 프로기사협회 리그 5조,박신영,전용수,흑 4.5집승
2021-12-22,제5회 한국 프로기사협회 리그 2조,곽원근,김강민,흑 불계승
2021-12-22,제5회 한국 프로기사협회 리그 1조,이재성,이태현,백 불계승
2021-12-22,제5회 한국 프로기사협회 리그 5조,박동주,차민수,흑 불계승
2021-12-22,제5회 한국 프로기사협회 리그 3조,정우진,심준섭,백 불계승
2021-12-22,2021-2022 KB국민은행 퓨처스리그 4-4,조완규,이현준,257수 백 4.5집승
2021-12-22,제5회 한국 프로기사협회 리그 1조,한우진,문민종,백 1.5집승
2021-12-22,제5회 한국 프로기사협회 리그 3조,이도현,최은규,기권승
2021-12-22,제5회 한국 프로기사협회 리그 2조,이 연,홍무진,흑 0.5집승
2021-12-22,2021-2022 KB국민은행 퓨처스리그 4-4,최광호,김미리,244수 백 불계승
2021-12-22,제5회 한국 프로기사협회 리그 1조,한상조,한우진,백 불계승
2021-12-22,2021-2022 KB국민은행 퓨처스리그 4-4,김창훈,강우혁,282수 흑 4.5집승
2021-12-22,제5회 한국 프로기사협회 리그 2조,홍무진,곽원근,백 불계승
2021-12-22,제5회 한국 프로기사협회 리그 1조,박진영,박종훈,흑 불계승
2021-12-22,2021 호반 여자 최고기사 결정전 본선 18국,최 정,김은선,138수 백 불계승
2021-12-22,제5회 한국 프로기사협회 리그 5조,김수진,양유준,백 불계승
2021-12-22,2021 1004섬 신안 국제시니어 바둑대회 결승전,유창혁,왕밍완,266수 흑 0.5집승
2021-12-22,2021 1004섬 신안 국제시니어 바둑대회 본선 4강,유창혁,요다 노리모토,242수 흑 2.5집승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 8강,왕밍완,루이나이웨이,221수 흑 불계승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 16강,왕밍완,조훈현,222수 백 불계승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 16강,녜웨이핑,최규병,261수 백 0.5집승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 16강,요다 노리모토,김종수,292수 흑 4.5집승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 8강,요다 노리모토,김영환,147수 흑 시간승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 16강,위빈,서능욱,211수 흑 불계승
2021-12-21,제5회 한국 프로기사협회 리그 6조,김현빈,허재원,백 불계승
2021-12-21,제5회 한국 프로기사협회 리그 6조,이의현,장은빈,백 불계승
2021-12-21,제5회 한국 프로기사협회 리그 6조,김승진,허재원,백 불계승
2021-12-21,제5회 한국 프로기사협회 리그 1조,이재성,조완규,흑 불계승
2021-12-21,제5회 한국 프로기사협회 리그 5조,박동주,김수진,백 불계승
2021-12-21,제5회 한국 프로기사협회 리그 3조,정우진,박주민,기권승
2021-12-21,제5회 한국 프로기사협회 리그 3조,최은규,박주민,흑 불계승
2021-12-21,제5회 한국 프로기사협회 리그 5조,김상인,박지영,백 불계승
2021-12-21,제5회 한국 프로기사협회 리그 2조,선승민,주치홍,흑 13.5집승
2021-12-21,제5회 한국 프로기사협회 리그 3조,강우혁,이도현,흑 불계승
2021-12-21,제27회 GS칼텍스배 프로기전 최종예선,이현준,이지현(남),흑 6.5집승
2021-12-21,제27회 GS칼텍스배 프로기전 최종예선,설현준,이창석,백 불계승
2021-12-21,제27회 GS칼텍스배 프로기전 예선 3회전,박정환,김기헌,백 불계승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 16강,루이나이웨이,김일환,294수 흑 6.5집승
2021-12-21,제5회 한국 프로기사협회 리그 5조,김기헌,박지영,흑 불계승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 16강,김영환,고바야시 고이치,240수 흑 27.5집승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 8강,서봉수,녜웨이핑,235수 흑 불계승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 16강,서봉수,다케미야 마사키,282수 흑 6.5집승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 16강,유창혁,왕리청,279수 백 5.5집승
2021-12-21,2021 1004섬 신안 국제시니어 바둑대회 본선 8강,유창혁,위빈,273수 백 2.5집승
2021-12-20,제5회 한국 프로기사협회 리그 6조,김현빈,허서현,흑 불계승
2021-12-20,제5회 한국 프로기사협회 리그 6조,장은빈,이정원,흑 불계승
2021-12-20,제5회 한국 프로기사협회 리그 4조,유주현,김노경,백 불계승
2021-12-20,제5회 한국 프로기사협회 리그 5조,박동주,박지영,흑 불계승
2021-12-20,제5회 한국 프로기사협회 리그 3조,정우진,이도현,기권승
2021-12-20,제5회 한국 프로기사협회 리그 3조,최은규,권효진(여),백 불계승
2021-12-20,제5회 한국 프로기사협회 리그 6조,허서현,윤희우,흑 불계승
2021-12-20,제5회 한국 프로기사협회 리그 2조,심재익,김지명,백 1.5집승
2021-12-20,제5회 한국 프로기사협회 리그 2조,윤민중,주치홍,백 불계승
2021-12-20,2021 크라운해태배 본선 32강,최재영,권주리,179수 흑 불계승
2021-12-20,2021 크라운해태배 본선 32강,박종훈,김진휘,291수 흑 3.5집승
2021-12-20,제27회 GS칼텍스배 프로기전 예선 3회전,김채영,위태웅,백 불계승
2021-12-20,제27회 GS칼텍스배 프로기전 예선 3회전,이지현(남),한우진,백 불계승
2021-12-20,제5회 한국 프로기사협회 리그 6조,강창배,윤희우,백 9.5집승
2021-12-20,제5회 한국 프로기사협회 리그 1조,이태현,이승준,백 불계승
2021-12-19,2021-2022 KB국민은행 바둑리그 본선 4-4,조완규,김명훈,175수 흑 불계승
2021-12-19,2021 난설헌배 전국여자바둑대회 결승전,조승아,정유진,192수 백 불계승
2021-12-19,2021-2022 KB국민은행 퓨처스리그 4-3,김선기,김성진,190수 백 불계승
2021-12-19,2021-2022 KB국민은행 바둑리그 본선 4-4,최재영,최 정,204수 백 불계승
2021-12-19,2021-2022 KB국민은행 바둑리그 본선 4-4,한승주,송규상,153수 흑 불계승
2021-12-19,2021-2022 KB국민은행 바둑리그 본선 4-4,이동훈,박하민,169수 흑 불계승
2021-12-19,2021-2022 KB국민은행 퓨처스리그 4-3,이형진,이상헌,281수 흑 3.5집승
2021-12-19,2021-2022 KB국민은행 퓨처스리그 4-3,류민형,신재원,275수 흑 불계승
2021-12-19,2021-2022 KB국민은행 바둑리그 본선 4-4,박진솔,홍성지,302수 백 1.5집승
2021-12-19,제1기 우슬봉조 한국기원 선수권전 본선 24국,원성진,김지석,151수 흑 불계승
2021-12-18,2021 난설헌배 전국여자바둑대회 본선 8강,정유진,오유진,219수 흑 불계승
2021-12-18,2021 난설헌배 전국여자바둑대회 본선 4강,정유진,김채영,233수 흑 불계승
2021-12-18,2021 난설헌배 전국여자바둑대회 본선 4강,조승아,박지연,236수 백 불계승
2021-12-18,2021 난설헌배 전국여자바둑대회 본선 8강,조승아,이민진,269수 백 10.5집승
2021-12-18,2021-2022 KB국민은행 퓨처스리그 4-1,현유빈,안조영,150수 백 불계승
2021-12-18,2021-2022 KB국민은행 퓨처스리그 4-1,위태웅,이현호,221수 흑 불계승
2021-12-18,2021-2022 KB국민은행 바둑리그 본선 4-3,박건호,김형우,240수 백 불계승
2021-12-18,2021-2022 KB국민은행 바둑리그 본선 4-3,이창석,이영구,129수 흑 불계승
2021-12-18,2021-2022 KB국민은행 퓨처스리그 4-1,박진영,최기훈,156수 백 불계승
2021-12-18,2021-2022 KB국민은행 퓨처스리그 4-2,유오성,김상천,285수 흑 불계승
2021-12-18,2021-2022 KB국민은행 바둑리그 본선 4-3,변상일,강동윤,166수 백 불계승
2021-12-18,2021 난설헌배 전국여자바둑대회 본선 8강,김채영,김경은,209수 흑 불계승
2021-12-18,2021-2022 KB국민은행 바둑리그 본선 4-3,류민형,김정현(大),237수 흑 불계승
2021-12-18,2021-2022 KB국민은행 퓨처스리그 4-2,이원도,강지훈,167수 흑 불계승
2021-12-18,2021 난설헌배 전국여자바둑대회 본선 8강,박지연,박소율,205수 흑 불계승
2021-12-18,2021-2022 KB국민은행 바둑리그 본선 4-3,최철한,송지훈,208수 백 불계승
2021-12-18,2021-2022 KB국민은행 퓨처스리그 4-2,김승준,김대용,175수 흑 불계승
2021-12-17,제5회 한국 프로기사협회 리그 6조,이의현,허재원,흑 불계승
2021-12-17,제5회 한국 프로기사협회 리그 6조,허영락,김민서,백 불계승
2021-12-17,제5회 한국 프로기사협회 리그 6조,허영락,허재원,흑 3.5집승
2021-12-17,제5회 한국 프로기사협회 리그 6조,김범서,장은빈,흑 불계승
2021-12-17,제5회 한국 프로기사협회 리그 5조,김주아,김일환,백 불계승
2021-12-17,제5회 한국 프로기사협회 리그 4조,최민서,유주현,백 불계승
2021-12-17,제5회 한국 프로기사협회 리그 3조,박지현,정우진,백 불계승
2021-12-17,제5회 한국 프로기사협회 리그 2조,주치홍,김지명,흑 불계승
2021-12-17,제5회 한국 프로기사협회 리그 5조,양유준,김상인,흑 불계승
2021-12-17,제5회 한국 프로기사협회 리그 1조,이재성,이승준,흑 불계승
2021-12-17,제5회 한국 프로기사협회 리그 1조,신재원,한상조,백 2.5집승
2021-12-17,제5회 한국 프로기사협회 리그 5조,조남균,김주아,백 불계승
2021-12-17,제5회 한국 프로기사협회 리그 1조,한우진,이승준,백 불계승
2021-12-17,제5회 한국 프로기사협회 리그 2조,권효진(남),선승민,흑 불계승
2021-12-17,제27회 GS칼텍스배 프로기전 최종예선,홍무진,박병규,백 불계승
2021-12-17,2021-2022 KB국민은행 바둑리그 본선 4-2,신진서,박민규,114수 백 불계승
2021-12-17,2021-2022 KB국민은행 바둑리그 본선 4-2,신민준,강승민,162수 백 불계승
2021-12-17,제5회 한국 프로기사협회 리그 4조,류민형,김노경,백 불계승
2021-12-17,제5회 한국 프로기사협회 리그 1조,이태현,박진영,흑 불계승
2021-12-17,2021-2022 KB국민은행 바둑리그 본선 4-2,김승재,금지우,213수 흑 불계승
2021-12-17,2021-2022 KB국민은행 바둑리그 본선 4-2,한상훈,조한승,286수 백 1.5집승
2021-12-17,제5회 한국 프로기사협회 리그 4조,김은선,박소율,흑 불계승
2021-12-17,2021-2022 KB국민은행 바둑리그 본선 4-2,원성진,김세동,231수 흑 불계승
2021-12-17,제5회 한국 프로기사협회 리그 5조,차민수,김상인,흑 7.5집승
2021-12-17,제5회 한국 프로기사협회 리그 5조,유병호,김일환,흑 10.5집승
2021-12-16,제5회 한국 프로기사협회 리그 6조,임상규,허서현,백 불계승
2021-12-16,제5회 한국 프로기사협회 리그 2조,김세현,김동우,백 불계승
2021-12-16,제5회 한국 프로기사협회 리그 3조,정유진,권효진(여),흑 불계승
2021-12-16,제5회 한국 프로기사협회 리그 2조,백현우,김세현,백 2.5집승
2021-12-16,제5회 한국 프로기사협회 리그 2조,백현우,김창훈,백 불계승
2021-12-16,제5회 한국 프로기사협회 리그 3조,최은규,김영삼,백 5.5집승
2021-12-16,제5회 한국 프로기사협회 리그 4조,김상천,최민서,백 불계승
2021-12-16,2021-2022 KB국민은행 바둑리그 본선 4-1,문민종,김진휘,332수 흑 4.5집승
2021-12-16,제5회 한국 프로기사협회 리그 4조,박현수,차주혜,흑 불계승
2021-12-16,제5회 한국 프로기사협회 리그 2조,홍무진,주치홍,흑 불계승
2021-12-16,제5회 한국 프로기사협회 리그 2조,홍무진,진시영,흑 불계승
2021-12-16,제5회 한국 프로기사협회 리그 1조,박진영,최홍윤,백 불계승
2021-12-16,2021-2022 KB국민은행 바둑리그 본선 4-1,설현준,박정환,304수 흑 2.5집승
2021-12-16,2021 크라운해태배 본선 32강,한승주,한우진,240수 백 불계승
2021-12-16,제27회 GS칼텍스배 프로기전 최종예선,신민준,박창명,백 불계승
2021-12-16,제5회 한국 프로기사협회 리그 4조,김채영,최원용,흑 불계승
2021-12-16,2021-2022 KB국민은행 바둑리그 본선 4-1,이원영,박종훈,242수 백 불계승
2021-12-16,제5회 한국 프로기사협회 리그 4조,류민형,박현수,흑 불계승
2021-12-16,제5회 한국 프로기사협회 리그 1조,이태현,신재원,백 불계승
2021-12-16,제5회 한국 프로기사협회 리그 1조,이원도,최홍윤,흑 불계승
2021-12-16,2021-2022 KB국민은행 바둑리그 본선 4-1,김지석,나 현,266수 백 3.5집승
2021-12-16,2021-2022 KB국민은행 바둑리그 본선 4-1,박영훈,위태웅,195수 흑 불계승
2021-12-16,편강배 2021 시니어 바둑리그 챔피언결정전 2경기,최규병,김일환,297수 흑 7.5집승
2021-12-16,편강배 2021 시니어 바둑리그 챔피언결정전 2경기,강 훈(大),안관욱,272수 백 1.5집승
2021-12-15,제5회 한국 프로기사협회 리그 6조,김현빈,김승진,흑 불계승
2021-12-15,2021 크라운해태배 본선 32강,백현우,이도현,255수 백 6.5집승
2021-12-15,제5회 한국 프로기사협회 리그 5조,조남균,유병호,흑 불계승
2021-12-15,제5회 한국 프로기사협회 리그 1조,한우진,이재성,흑 불계승
2021-12-15,제5회 한국 프로기사협회 리그 2조,이 연,권효진(남),흑 불계승
2021-12-15,제5회 한국 프로기사협회 리그 3조,문지환,심준섭,백 불계승
2021-12-15,제5회 한국 프로기사협회 리그 2조,선승민,김강민,흑 불계승
2021-12-15,제5회 한국 프로기사협회 리그 1조,문민종,박종훈,흑 불계승
2021-12-15,제27회 GS칼텍스배 프로기전 최종예선,송규상,최재영,흑 불계승
2021-12-15,제5회 한국 프로기사협회 리그 3조,강우혁,박지현,흑 불계승
2021-12-15,제27회 GS칼텍스배 프로기전 최종예선,박하민,박건호,흑 불계승
