날짜,라운드,승자,패자,결과
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 3회차 (M세대),이지현(남),김기용,흑 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 4회차 (M세대),이지현(남),허영호,백 불계승
2022-12-28,2022-2023 KB국민은행 바둑리그 난가리그 1-1,왕위안쥔,김명훈,171수 흑 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 4회차 (M세대),김정현(大),김누리,백 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 3회차 (M세대),김정현(大),서중휘,흑 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 4회차 (M세대),안성준,강지훈,백 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 3회차 (M세대),안성준,박재근,백 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 3회차 (M세대),한상훈,조한승,흑 3.5집승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 3회차 (M세대),윤찬희,윤준상,흑 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 3회차 (M세대),강동윤,최광호,백 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 4회차 (M세대),강동윤,한상훈,175수 흑 불계승
2022-12-28,22-23 하나은행 MZ바둑 슈퍼매치 예선 3회차 (M세대),허영호,김지석,289수 백 2.5집승
2022-12-28,제8회 한국 프로기사협회 리그 5조,이영신,고윤서,백 불계승
2022-12-28,제8회 한국 프로기사협회 리그 5조,이영신,이정원,기권승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),조종신,정준우,백 0.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),최원진,허재원,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),최원진,김범서,흑 0.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),김윤태(小),김민서,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),임경찬,고미소,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),임경찬,차주혜,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),이의현,원제훈,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),임진욱,김희수(남),백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),허재원,김상인,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),김승진,김유찬,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),원제훈,이나경,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),김주아,김승진,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),박신영,선승민,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),최민서,장은빈,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),최민서,송규상,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),박소율,김선기,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),금지우,정유진,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),금지우,박종훈,백 불계승
2022-12-27,2022 크라운해태배 본선 32강,윤성식,강우혁,197수 흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),이재성,이승준,흑 7.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),조완규,양민석,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),조완규,최은규,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),강지훈,허 진,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),한우진,김희수(여),백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),한우진,정우진,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),김상천,박상진,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),이 연,유주현,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),이 연,김은지,318수 백 1.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),최광호,송상훈,기권승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),최광호,이용수,백 4.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),허서현,김선빈,백 불계승
2022-12-27,2022 크라운해태배 본선 32강,허서현,심재익,319수 흑 1.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),한상조,문유빈,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),한상조,강지수,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),김경은,김지명,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),오병우,조종신,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),박주민,조혜연,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),이주형,진시영,백 2.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),이승준,안정기,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),권효진(남),김윤태(小),흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),권효진(남),조승아,백 불계승
2022-12-27,2022 크라운해태배 본선 32강,박현수,오유진,198수 백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),김창훈,유오성,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),위태웅,김현찬,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),송규상,백현우,190수 백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),윤민중,김승구,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),박상진,김현빈,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),김지명,김강민,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),박건호,곽원근,흑 3.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),박건호,박소율,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),이창석,위태웅,흑 5.5집승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),박재근,허영락,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),박재근,이현준,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),홍무진,이원영,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),송지훈,김세현,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),송지훈,윤민중,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),박하민,박신영,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),박하민,박정수,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),설현준,최정관,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),설현준,임진욱,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),김진휘,이현호,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),김진휘,박진솔,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),한승주,강병권,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),신민준,박진영,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (Z세대),변상일,심재익,흑 불계승
2022-12-27,2022 크라운해태배 본선 32강,변상일,박진영,205수 흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),김채영,김민석,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),한태희,류민형,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),한태희,최병환,기권승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),김누리,김민호,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),김누리,박정근,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),나 현,김기원,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),나 현,백홍석,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차(M세대),이지현(남),황재연,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),이지현(남),김세동,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),장건현,이유진,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),허 진,유재호,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),김정현(大),박승화,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),김정현(大),이영구,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),안성준,이주형,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),한웅규,강유택,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),이원도,홍무진,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),김승재,장건현,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),한상훈,정서준,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),한상훈,황진형,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),윤찬희,박주민,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),윤찬희,이영주,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),최기훈,주치홍,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),최기훈,한승주,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),서중휘,김채영,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),서중휘,강승민,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),김기용,전영규,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),김기용,김형우,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),김지석,김창훈,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),강동윤,한웅규,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),윤준상,원성진,282수 백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),허영호,박지영,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),허영호,서건우,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),이영구,안국현,120수 백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),박영훈,권효진(여),백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),권효진(여),최원용,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),원성진,양우석,백 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),조한승,강지범,흑 불계승
2022-12-27,22-23 하나은행 MZ바둑 슈퍼매치 예선 2회차 (M세대),조한승,백찬희,백 불계승
2022-12-26,제8회 한국 프로기사협회 리그 1조,김희수(여),차수권,흑 불계승
2022-12-26,제8회 한국 프로기사협회 리그 5조,최정관,장은빈,흑 불계승
2022-12-26,제8회 한국 프로기사협회 리그 3조,김현빈,윤민중,백 불계승
2022-12-26,제8회 한국 프로기사협회 리그 3조,임진욱,이의현,백 3.5집승
2022-12-26,2022 크라운해태배 본선 32강,김민서,박소율,165수 흑 불계승
2022-12-26,2022 크라운해태배 본선 32강,박지현,한우진,209수 흑 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 2회차,김세현,최기훈,흑 불계승
2022-12-26,2022 크라운해태배 본선 32강,금지우,현유빈,222수 백 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,백현우,한상조,흑 불계승
2022-12-26,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),윤성식,고윤서,백 불계승
2022-12-26,제8회 한국 프로기사협회 리그 1조,이 연,이재성,백 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 2회차,정서준,심재익,백 불계승
2022-12-26,제8회 한국 프로기사협회 리그 3조,김선기,윤민중,백 불계승
2022-12-26,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),박현수,이슬주,백 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 2회차,박종훈,강유택,백 불계승
2022-12-26,2022 크라운해태배 본선 32강,설현준,권효진(남),269수 흑 13.5집승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 2회차,한승주,박상진,172수 백 불계승
2022-12-26,제8회 한국 프로기사협회 리그 4조,김누리,강병권,백 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 2회차,이원영,김주아,흑 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,김정현(大),김은지,백 불계승
2022-12-26,제8회 한국 프로기사협회 리그 3조,한웅규,김수진,백 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 2회차,김승재,류민형,백 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 2회차,박진솔,최재영,202수 백 불계승
2022-12-26,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 2회차,홍성지,김지명,백 불계승
2022-12-24,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (Z세대),심재익,현유빈,흑 불계승
2022-12-24,제1기 뉴스핌 GAM배 여자바둑최강전 2라운드 4경기,최 정,오유진,114수 백 불계승
2022-12-24,22-23 하나은행 MZ바둑 슈퍼매치 예선 1회차 (M세대),김기원,이호승,백 불계승
2022-12-23,2022 크라운해태배 본선 32강,최원진,김주아,233수 흑 불계승
2022-12-23,제8회 한국 프로기사협회 리그 5조,최정관,이나경,흑 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,김현빈,최원용,흑 3.5집승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,박지현,김진휘,백 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,김세현,진시영,흑 불계승
2022-12-23,제8회 한국 프로기사협회 리그 5조,양민석,이현욱,백 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,주치홍,김동엽,흑 8.5집승
2022-12-23,제1기 뉴스핌 GAM배 여자바둑최강전 2라운드 3경기,박소율,김윤영,256수 백 1.5집승
2022-12-23,제8회 한국 프로기사협회 리그 3조,정유진,이의현,백 불계승
2022-12-23,제8회 한국 프로기사협회 리그 2조,정우진,김영광,흑 불계승
2022-12-23,제8회 한국 프로기사협회 리그 2조,김영광,김기범,백 불계승
2022-12-23,2022 크라운해태배 본선 32강,김경은,한상조,259수 백 0.5집승
2022-12-23,제8회 한국 프로기사협회 리그 2조,오병우,원제훈,흑 3.5집승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,심재익,이원도,백 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,정서준,이재성,흑 불계승
2022-12-23,제8회 한국 프로기사협회 리그 2조,박정수,최민서,백 0.5집승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,강우혁,한상훈,백 불계승
2022-12-23,2022 크라운해태배 본선 32강,박상진,김은지,266수 백 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,김지명,한우진,백 3.5집승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,최재영,이창호,백 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,송지훈,최철한,백 불계승
2022-12-23,제8회 한국 프로기사협회 리그 5조,김준석,고윤서,흑 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,박종훈,송규상,220수 백 불계승
2022-12-23,제8회 한국 프로기사협회 리그 1조,박진영,이 연,흑 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,설현준,양 건,흑 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,한승주,김영도,흑 불계승
2022-12-23,2022 크라운해태배 본선 32강,신민준,문민종,178수 백 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,이지현(남),김범서,백 불계승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,이원영,황진형,흑 4.5집승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,류민형,최광호,백 불계승
2022-12-23,제8회 한국 프로기사협회 리그 1조,김정현(大),현유빈,백 불계승
2022-12-23,제8회 한국 프로기사협회 리그 2조,안성준,김기범,흑 3.5집승
2022-12-23,제4기 쏘팔코사놀 최고기사 결정전 2차 예선 1회차,강유택,윤준상,백 불계승
