날짜,라운드,승자,패자,결과
2012-12-15,제18회 GS칼텍스배 프로기전 예선 결승,조한승,고근태,흑 기타
2012-12-14,2012 스포츠어코드 세계마인드게임 여자개인 패자 2회전,나탈리아(아마),Vanessa Wong(아마),흑 집승
2012-12-14,2012 스포츠어코드 세계마인드게임 여자개인 승자결승,리허,루이나이웨이(국내),124수 백 불계승
2012-12-14,2012 스포츠어코드 세계마인드게임 여자개인 패자 2회전,헤이자자,박지은,284수 흑 1.5집승
2012-12-14,2012 스포츠어코드 세계마인드게임 여자개인 패자 2회전,최 정,무카이 지아키,206수 백 불계승
2012-12-14,2012 스포츠어코드 세계마인드게임 남자개인 패자3회전,박정환,장웨이제,158수 백 불계승
2012-12-14,2012 스포츠어코드 세계마인드게임 남자개인 패자3회전,강동윤,후지타 아키히코,272수 흑 3.5집승
2012-12-14,2012 스포츠어코드 세계마인드게임 남자개인 패자3회전,린즈한,린쥔옌,215수 흑 불계승
2012-12-14,2012 스포츠어코드 세계마인드게임 남자개인 승자결승,최철한,천야오예,178수 백 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 패자 1회전,Vanessa Wong(아마),리타 포차이(아마),흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 패자 1회전,나탈리아(아마),Irene SHA(아마),흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 패자 1회전,린쥔옌,Tianyu LIN(아마),흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 패자 2회전,린쥔옌,퉈자시,283수 흑 2.5집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 패자 1회전,차바메로(아마),Jan HORA(아마),흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 패자 2회전,장웨이제,무라카와 다이스케,흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 패자 2회전,후지타 아키히코,우치다 슈헤이,흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 패자 1회전,퉈자시,일리야 식신(아마),흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 승자2회전,리허,오쿠다 아야,흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 승자 3회전,리허,최 정,259수 흑 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 패자 1회전,무카이 지아키,쑤성팡,189수 백 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 승자 2회전,천야오예,후지타 아키히코,흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 3회전,천야오예,박정환,182수 백 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 승자2회전,루이나이웨이(국내),무카이 지아키,213수 흑 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 승자 3회전,루이나이웨이(국내),박지은,314수 흑 3.5집승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 패자 1회전,헤이자자,오쿠다 아야,195수 흑 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 승자2회전,최 정,헤이자자,163수 흑 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 승자 2회전,박정환,우치다 슈헤이,169수 흑 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 승자 2회전,강동윤,장웨이제,296수 흑 1.5집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 패자 2회전,린즈한,차바메로(아마),흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 패자 1회전,린즈한,페르난도 아길라,흑 집승
2012-12-13,2012 스포츠어코드 세계마인드게임 여자개인 승자2회전,박지은,쑤성팡,259수 흑 14.5집승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 승자 2회전,최철한,무라카와 다이스케,196수 흑 불계승
2012-12-13,2012 스포츠어코드 세계마인드게임 남자개인 3회전,최철한,강동윤,157수 흑 불계승
2012-12-13,2012 삼성화재배 월드바둑 마스터스 결승3국(최종국),이세돌,구리,270수 흑 0.5집승
2012-12-12,2012 스포츠어코드 세계마인드게임 여자개인 1회전,쑤성팡,Irene SHA(아마),흑 집승
2012-12-12,2012 스포츠어코드 세계마인드게임 남자개인 1회전,장웨이제,Tianyu LIN(아마),흑 집승
2012-12-12,2012 스포츠어코드 세계마인드게임 남자개인 1회전,후지타 아키히코,린즈한,흑 집승
2012-12-12,2012 스포츠어코드 세계마인드게임 남자개인 1회전,우치다 슈헤이,Jan HORA(아마),흑 집승
2012-12-12,2012 스포츠어코드 세계마인드게임 여자개인 1회전,오쿠다 아야,리타 포차이(아마),흑 집승
2012-12-12,2012 스포츠어코드 세계마인드게임 남자개인 1회전,무라카와 다이스케,일리야 식신(아마),흑 집승
2012-12-12,2012 스포츠어코드 세계마인드게임 남자개인 1회전,천야오예,페르난도 아길라,흑 집승
2012-12-12,2012 삼성화재배 월드바둑 마스터스 결승2국,구리,이세돌,174수 백 불계승
2012-12-12,2012 스포츠어코드 세계마인드게임 여자개인 1회전,루이나이웨이(국내),나탈리아(아마),흑 집승
2012-12-12,2012 스포츠어코드 세계마인드게임 여자개인 1회전,최 정,Vanessa Wong(아마),흑 집승
2012-12-12,2012 스포츠어코드 세계마인드게임 남자개인 1회전,박정환,차바메로(아마),206수 백 불계승
2012-12-12,2012 스포츠어코드 세계마인드게임 남자개인 1회전,강동윤,린쥔옌,207수 흑 불계승
2012-12-12,2012 스포츠어코드 세계마인드게임 남자개인 1회전,최철한,퉈자시,303수 흑 4.5집승
2012-12-12,제3회 대주배 시니어 최강자전 본선 8강전,강 훈(大),김일환,246수 백 불계승
2012-12-12,제3회 대주배 시니어 최강자전 본선 8강전,서봉수,정수현,271수 백 9.5집승
2012-12-11,제8회 원익배 십단전 본선 2회전,백홍석,한상훈,245수 흑 불계승
2012-12-11,2012 삼성화재배 월드바둑 마스터스 결승1국,이세돌,구리,306수 백 0.5집승
2012-12-10,제8회 원익배 십단전 본선 1회전,한태희,백대현,143수 흑 불계승
2012-12-10,제31회 바둑왕전 본선 승자준결승,박정환,원성진,285수 흑 1.5집승
2012-12-10,제14회 맥심배 본선 16강전,강동윤,윤준상,153수 흑 불계승
2012-12-10,제31회 바둑왕전 본선 패자3회전,백홍석,변상일,198수 백 불계승
2012-12-10,제8회 원익배 십단전 본선 1회전,박승철,최병환,162수 백 불계승
2012-12-10,제14회 맥심배 본선 16강전,최철한,조훈현,280수 백 0.5집승
2012-12-06,제9회 춘란배 본선 준결승,천야오예,장웨이제,299수 흑 불계승
2012-12-06,제9회 춘란배 본선 준결승,이세돌,쿵제,167수 흑 불계승
2012-12-05,제56회 국수전 도전3국(최종국),조한승,최철한,197수 흑 불계승
2012-12-04,제9회 춘란배 본선 8강전,장웨이제,원성진,229수 흑 불계승
2012-12-04,제9회 춘란배 본선 8강전,천야오예,박정환,228수 백 불계승
2012-12-04,제9회 춘란배 본선 8강전,쿵제,김지석,192수 백 불계승
2012-12-04,제8회 원익배 십단전 본선 1회전,한웅규,김대용,209수 흑 불계승
2012-12-04,제14회 맥심배 본선 16강전,백홍석,백성호,199수 흑 불계승
2012-12-04,제14회 맥심배 본선 16강전,이영구,박영훈,174수 백 불계승
2012-12-04,제9회 춘란배 본선 8강전,이세돌,파오원야오,133수 흑 불계승
2012-12-04,제8회 원익배 십단전 본선 1회전,한종진,서봉수,268수 백 4.5집승
2012-12-03,제8회 원익배 십단전 본선 1회전,이태현,이현호,246수 백 불계승
2012-12-03,제8회 원익배 십단전 본선 1회전,윤준상,진시영,193수 흑 불계승
2012-12-03,제18회 GS칼텍스배 프로기전 예선 결승,이영구,유창혁,흑 집승
2012-12-03,제56회 국수전 도전2국,조한승,최철한,216수 백 불계승
2012-12-01,2012 중국 갑조리그 본선 21회전,장타오(濤),이영구,흑 집승
2012-12-01,2012 중국 갑조리그 본선 21회전,왕하오양,조한승,흑 불계승
2012-12-01,2012 중국 갑조리그 본선 21회전,김지석,류싱,흑 집승
2012-12-01,2012 중국 갑조리그 본선 21회전,원성진,판팅위,흑 집승
2012-12-01,제14회 농심신라면배 본선 10국,최철한,무라카와 다이스케,174수 백 불계승
2012-11-30,제14회 농심신라면배 본선 9국,최철한,왕시,253수 흑 불계승
2012-11-30,제14회 맥심배 본선 16강전,이세돌,조혜연,209수 흑 불계승
2012-11-30,제14회 맥심배 본선 16강전,이창호,이희성,280수 백 3.5집승
2012-11-29,2012 중국 갑조리그 본선 21회전,박정환,퉈자시,흑 3.5집승
2012-11-29,제14회 농심신라면배 본선 8국,왕시,안자이 노부아키,159수 흑 불계승
2012-11-29,제18회 GS칼텍스배 프로기전 예선 3회차,이영구,김만수,흑 집승
2012-11-29,제18회 GS칼텍스배 프로기전 예선 결승,최철한,이범진,흑 집승
2012-11-29,제3회 대주배 시니어 최강자전 본선 8강전,안관욱,조훈현,321수 백 0.5집승
2012-11-29,제3회 대주배 시니어 최강자전 본선 8강전,서능욱,조대현,211수 흑 불계승
2012-11-28,제18회 GS칼텍스배 프로기전 예선 결승,이동훈,허영호,흑 집승
2012-11-28,제18회 GS칼텍스배 프로기전 예선 결승,나 현,양 건,흑 집승
2012-11-28,제18회 GS칼텍스배 프로기전 예선 결승,이지현(남),변상일,흑 집승
2012-11-28,제18회 GS칼텍스배 프로기전 예선 결승,김정현(大),조경호,흑 집승
2012-11-28,제14회 농심신라면배 본선 7국,왕시,김지석,177수 흑 불계승
2012-11-27,제18회 GS칼텍스배 프로기전 예선 결승,김지석,강지성,흑 집승
2012-11-27,제14회 농심신라면배 본선 6국,왕시,후지타 아키히코,154수 백 불계승
2012-11-27,제8회 원익배 십단전 본선 1회전,김혜민,옥득진,349수 흑 0.5집승
2012-11-27,제17회 천원전 준결승,최철한,윤준상,154수 백 불계승
2012-11-27,제8회 원익배 십단전 본선 1회전,최명훈,김기원,87수 흑 불계승
2012-11-26,제14회 농심신라면배 본선 5국,후지타 아키히코,이호범,254수 백 0.5집승
2012-11-26,제31회 바둑왕전 본선 패자 2회전,변상일,목진석,274수 백 불계승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,황재연,손근기,흑 집승
2012-11-26,제31회 바둑왕전 본선 패자 2회전,나 현,김지석,188수 백 불계승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,이원영,박지은,흑 집승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,류민형,김세동,흑 집승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,허 진,박민규,흑 집승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,안성준,윤준상,346수 백 1.5집승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,한웅규,최기훈,흑 집승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,이춘규,류수항,흑 집승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,이현호,양우석,흑 집승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,이원도,유경민,흑 집승
2012-11-26,제8회 원익배 십단전 본선 1회전,조경호,이재웅,흑 집승
2012-11-26,제14회 맥심배 본선 16강전,박정환,허영호,151수 흑 불계승
2012-11-26,제8회 원익배 십단전 본선 1회전,이영구,주형욱,흑 집승
2012-11-26,제14회 맥심배 본선 16강전,원성진,안달훈,123수 흑 불계승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 3회차,최철한,신민준,150수 백 불계승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 3회차,조한승,김성룡,흑 집승
2012-11-26,제18회 GS칼텍스배 프로기전 예선 결승,안조영,최명훈,흑 집승
2012-11-24,2012 중국 갑조리그 본선 20회전,스웨,박정환,흑 집승
2012-11-24,2012 중국 갑조리그 본선 20회전,후야오위,이영구,흑 집승
2012-11-24,2012 중국 갑조리그 본선 20회전,펑취안,원성진,흑 불계승
2012-11-24,제18회 GS칼텍스배 프로기전 예선 결승,김승재,김주호,흑 집승
2012-11-24,2012 중국 갑조리그 본선 20회전,조한승,후웨펑,흑 불계승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,변상일,이용수,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,이범진,박지훈(大),흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,박민규,이상철,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,류수항,서무상,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,황재연,박영롱,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,양우석,이형로,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,이동훈,서중휘,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,나 현,한상훈,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,이지현(남),정수현,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,이원영,김영삼,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,류민형,이슬아,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,허 진,박승화,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,김정현(大),윤성현,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,안성준,김수진,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,김세동,강승민,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,한웅규,이성재,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,이춘규,민상연,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,이현호,정두호,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,이원도,전영규,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,김승재,김현섭,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,조경호,최규병,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,최기훈,김현찬,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,김지석,김강근,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,손근기,김혜민,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,고근태,박승철,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,윤준상,조혜연,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,허영호,서능욱,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,유경민,김동면,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,박지은,이상훈(小),흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,김주호,이상헌,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,강지성,김동엽,흑 집승
2012-11-23,2012 olleh배 오픈챔피언십 결승4국(최종국),이세돌,최철한,295수 흑 불계승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,양 건,서봉수,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,안조영,진시영,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,최명훈,권형진,흑 집승
2012-11-23,제18회 GS칼텍스배 프로기전 예선 3회차,유창혁,한태희,흑 집승
2012-11-22,제18회 GS칼텍스배 프로기전 예선 2회차,김세동,백홍석,흑 집승
2012-11-22,제14회 맥심배 본선 1회전,이영구,윤성현,216수 백 불계승
2012-11-22,2012 olleh배 오픈챔피언십 결승3국,이세돌,최철한,194수 백 불계승
2012-11-22,제14회 맥심배 본선 1회전,안달훈,김수장,207수 흑 불계승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,신민준,공병주,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,변상일,박승문,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,정두호,박성수,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,민상연,김성래,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이상헌,김기헌,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김현찬,유재호,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이범진,원성진,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,박민규,조인선,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,류수항,김석흥,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,황재연,김종준,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,박영롱,김누리,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,양우석,김환수,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이동훈,홍성지,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,강승민,강 훈(大),흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,한태희,김학수(大),흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,나 현,김 원,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이지현(남),황진형,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이원영,홍민표,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,류민형,안달훈,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,허 진,백지희,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,안성준,백흥수,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,한웅규,서건우,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김현섭,이홍열,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이춘규,박정근,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이현호,정대상,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이원도,윤현석,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이슬아,백성호,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김승재,온소진,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,한상훈,김진우,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,최기훈,강 훈 (小),흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,박승화,한해원,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,권형진,박지훈(小),흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,서중휘,김형환,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,진시영,이창호,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김지석,최문용,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,손근기,이희성,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,고근태,이현욱,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김수진,김준영,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이영구,이다혜,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김혜민,오정아,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,유경민,박승현,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,박지은,최병환,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김주호,김성진,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,박승철,권오민,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이용수,허장회,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,조혜연,김나현,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,강지성,윤영민,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김강근,한종진,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,최철한,목진석,흑 집승
2012-11-21,제40회 하이원리조트배 명인전 본선 준결승전,이세돌,박영훈,198수 백 불계승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,박지훈(大),이재웅,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,조한승,진동규,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,서무상,김대희,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김영삼,노영하,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이상훈(小),오규철,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김만수,류재형,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,양 건,김윤영,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이형로,옥득진,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이성재,윤지희,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,안조영,이태현,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김성룡,박영찬,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,최명훈,김찬우,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,이상철,현미진,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김동면,김채영,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,김동엽,심종식,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,최규병,강창배,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,정수현,조대현,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,서능욱,김원빈,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,서봉수,최원용,흑 집승
2012-11-21,제18회 GS칼텍스배 프로기전 예선 2회차,유창혁,김선미,흑 집승
2012-11-20,제8회 원익배 십단전 본선 1회전,박경근,최규병,228수 백 불계승
2012-11-20,제18회 GS칼텍스배 프로기전 예선 1회차,김형환,안관욱,흑 집승
2012-11-20,제18회 GS칼텍스배 프로기전 예선 2회차,윤준상,김동호,흑 집승
2012-11-20,제18회 GS칼텍스배 프로기전 예선 2회차,허영호,홍장식,흑 집승
2012-11-20,제40회 하이원리조트배 명인전 본선 준결승전,백홍석,이지현(남),184수 백 불계승
2012-11-20,제17회 천원전 본선 준결승,박영훈,박정환,159수 흑 불계승
2012-11-20,제18회 GS칼텍스배 프로기전 예선 2회차,윤성현,김효정,흑 집승
2012-11-20,제18회 GS칼텍스배 프로기전 예선 1회차,노영하,황원준,흑 집승
2012-11-20,제8회 원익배 십단전 본선 1회전,유창혁,박영롱,331수 흑 2.5집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,신민준,강병권,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,변상일,노준환,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,정두호,웨량,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,민상연,권갑용,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,이상헌,유재성,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,조인선,박상돈,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,김현찬,류동완,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,이범진,김일환,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,류수항,김은선,흑 집승
2012-11-19,제8회 원익백 십단전 본선 1회전,김성진,조혜연,259수 흑 4.5집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,황재연,김신영,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,양우석,이민진,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,이동훈,김효곤,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,김채영,김종수,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,오정아,양상국,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,한태희,박병규,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,강 훈 (小),신진서,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,김누리,박지연,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,김동호,이정우,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,나 현,박진솔,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,이지현(남),김광식,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,김나현,문도원,흑 집승
2012-11-19,제18회 GS칼텍스배 프로기전 예선 1회차,류민형,고재희,흑 집승
