날짜,라운드,승자,패자,결과
2014-12-21,2014 리민배 세계바둑신예최강전 8강전,신진서,리쉬안하오,200수 백 불계승
2014-12-21,제58회 국수전 도전자결정전 3번기 제3국,박정환,김지석,178수 백 불계승
2014-12-20,2014 리민배 세계신예바둑최강전 16강전,퉁멍청,나 현,181수 흑 불계승
2014-12-20,2014 리민배 세계신예바둑최강전 16강전,샤천쿤,위정치,259수 흑 불계승
2014-12-20,2014 리민배 세계신예바둑최강전 16강전,롄샤오,미위팅,190수 백 불계승
2014-12-20,2014 리민배 세계신예바둑최강전 16강전,리친청,애런 예(아마),117수 흑 불계승
2014-12-20,2014 리민배 세계신예바둑최강전 16강전,양딩신,위즈잉,166수 백 불계승
2014-12-20,2014 리민배 세계신예바둑최강전 16강전,타오신란,왕위안쥔,238수 백 불계승
2014-12-20,2014 리민배 세계신예바둑최강전 16강전,신진서,황윈쑹,254수 백 불계승
2014-12-20,2014 리민배 세계신예바둑최강전 16강전,리쉬안하오,알리 자바린,105수 흑 불계승
2014-12-20,제58회 국수전 도전자결정전 3번기 제2국,박정환,김지석,101수 흑 불계승
2014-12-19,2014 리민배 세계신예바둑최강전 본선1회전,퉁멍청,천하오(浩),243수 흑 불계승
2014-12-19,2014 리민배 세계신예바둑최강전 본선1회전,샤천쿤,쉬자위안,300수 백 4.5집승
2014-12-19,2014 리민배 세계신예바둑최강전 본선1회전,롄샤오,옌자이밍,255수 흑 불계승
2014-12-19,2014 리민배 세계신예바둑최강전 본선1회전,리친청,이치리키 료,231수 흑 불계승
2014-12-19,2014 리민배 세계신예바둑최강전 본선1회전,양딩신,황재연,264수 백 불계승
2014-12-19,2014 리민배 세계신예바둑최강전 본선1회전,타오신란,셰얼하오,178수 백 불계승
2014-12-19,제3회 합천군 초청 하찬석국수배 영재바둑대회 본선 8강,최영찬,박진영,210수 백 불계승
2014-12-19,제16회 여류명인전 승자조 2회전,김신영,박지연,254수 백 불계승
2014-12-19,2014 리민배 세계신예바둑최강전 본선1회전,신진서,커제,274수 백 0.5집승
2014-12-19,제20회 GS칼텍스배 프로기전 예선 2회전,김채영,허 진,흑 집승
2014-12-19,2014 리민배 세계신예바둑최강전 본선1회전,리쉬안하오,차오쯔젠,224수 백 불계승
2014-12-18,제58회 국수전 도전자결정전 3번기 제1국,김지석,박정환,167수 흑 불계승
2014-12-18,제20회 GS칼텍스배 프로기전 예선 2회전,박영훈,김영도,흑 집승
2014-12-17,제3회 합천군 초청 하찬석국수배 영재바둑대회 본선 8강,박종훈,설현준,228수 백 불계승
2014-12-17,제58회 국수전 본선 4강,박정환,박민규,229수 흑 불계승
2014-12-16,제19회 박카스배 천원전 본선 8강,이원영,김지석,133수 흑 불계승
2014-12-16,제20회 GS칼텍스배 프로기전 예선 4회차(결승),안형준,박승철,흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 본선 여자개인전 결승,위즈잉,김채영,171수 흑 불계승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,미위팅,양후이런,흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,린리샹,이다 아쓰시,흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,퉈자시,고대혁(아마),흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,스웨,장밍주,흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,유키 사토시,천스위안,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),유오성,김동호,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),신진서,류재형,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),박민규,이춘규,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),이동훈,박시열,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),한태희,윤준상,흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,나 현,샤샤(자국),흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),이형진,이호범,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),김정현(大),김대용,흑 집승
2014-12-15,제33회 KBS 바둑왕전 본선 패자 3회전,안성준,최철한,255수 흑 불계승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),이원도,김승재,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),강유택,이재웅,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),온소진,홍성지,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),진시영,조한승,흑 집승
2014-12-15,제33회 KBS 바둑왕전 본선 패자 2회전,김지석,류수항,138수 백 불계승
2014-12-15,"2014 스포츠어코드 세계마인드게임 본선 여자개인전 4, 5위 결정전",장카이신,헤이자자,흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,세토 다이키,장저하오,흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,강동윤,일리야 식신(아마),흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),백홍석,옥득진,흑 집승
2014-12-15,2014 스포츠어코드 세계마인드게임 남자 단체전 5회전,박영훈,판후이,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),홍민표,이현준,흑 집승
2014-12-15,제20회 GS칼텍스배 프로기전 예선 4회차(결승),이세돌,서능욱,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,린리샹,미위팅,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,퉈자시,장저하오,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,스웨,천스위안,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,유키 사토시,판후이,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 3회전,김채영,헤이자자,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 4회전(패자 결승),김채영,루이나이웨이,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,나 현,양후이런,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,이다 아쓰시,샤샤(자국),흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,세토 다이키,일리야 식신(아마),흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,강동윤,고대혁(아마),흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 남자 단체전 4회전,박영훈,장밍주,흑 집승
2014-12-14,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 3회전,루이나이웨이,장카이신,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,고대혁(아마),일리야 식신(아마),흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,판후이,장밍주,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 본선 여자개인전 4회전,위즈잉,루이나이웨이,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,미위팅,이다 아쓰시,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,린리샹,나 현,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,스웨,유키 사토시,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,양후이런,샤샤(자국),흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 2회전,김채영,후지사와 리나,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 2회전,헤이자자,최 정,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 2회전,장카이신,스베타(자국),흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,세토 다이키,퉈자시,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,강동윤,장저하오,흑 집승
2014-12-13,2014 스포츠어코드 세계마인드게임 남자 단체전 3회전,박영훈,천스위안,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 1회전,스베타(자국),디나 부다코바(아마),흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 2회전,위즈잉,후지사와 리나,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 3회전,위즈잉,최 정,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,미위팅,나 현,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,린리샹,샤샤(자국),흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,장저하오,일리야 식신(아마),흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,퉈자시,강동윤,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,천스위안,판후이,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,유키 사토시,장밍주,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,오장욱,류수항,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,이현준,최병환,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,유오성,변상일,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,신진서,이지현(남),흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,민상연,김미리,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,박민규,홍기표,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,이동훈,송혜령,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 2회전,김채영,헤이자자,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,한태희,강지성,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 1회전,헤이자자,오쿠다 아야,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 1회전,후지사와 리나,나탈리아(아마),흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,김동호,박지연,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 2회전,최 정,나탈리아(아마),흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,이다 아쓰시,양후이런,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,이형진,김수용,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,김정현(大),허장회,흑 집승
2014-12-12,제16회 여류명인전 본선 승자 2회전,김혜림,김혜민,222수 백 불계승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,박시열,안조영,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,이호범,이영주,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,안형준,주형욱,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,이춘규,하호정,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,이태현,안국현,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,이원도,조경호,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,강유택,이창호,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,김승재,김기용,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,온소진,김민호,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,진시영,고근태,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 패자 1회전,장카이신,아이린 샤(아마),흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,김동희(大),박소현,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,김대용,이상헌,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,세토 다이키,고대혁(아마),흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,윤준상,백찬희,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,홍성지,신윤호,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,백홍석,강승민,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,이재웅,윤현석,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 남자 단체전 2회전,박영훈,스웨,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 2회전,루이나이웨이,오쿠다 아야,흑 집승
2014-12-12,2014 스포츠어코드 세계마인드게임 본선 여자개인전 3회전,루이나이웨이,김채영,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,홍민표,배준희,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,박승철,안성준,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,조한승,한종진,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,류재형,김형우,흑 집승
2014-12-12,제20회 GS칼텍스배 프로기전 예선 3회차,서능욱,강 훈 (小),흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 본선 여자개인전 1회전,나탈리아(아마),장카이신,흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 본선 여자개인전 1회전,위즈잉,아이린 샤(아마),흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,미위팅,샤샤(자국),흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,린리샹,양후이런,흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,장저하오,고대혁(아마),흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,퉈자시,일리야 식신(아마),흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,스웨,판후이,흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 본선 여자개인전 1회전,오쿠다 아야,스베타(자국),흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,천스위안,장밍주,흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,유키 사토시,박영훈,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,송혜령,김성래,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김명훈,한승주,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,오장욱,이봉근,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이현준,정동식,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,백찬희,강병권,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,유오성,김성진,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,박대영,염정훈,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,신윤호,김수장,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,신진서,신민준,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,변상일,오규철,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,민상연,문명근,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이상헌,박종훈,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,박민규,양 건,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,류수항,박승문,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이동훈,김종수,흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 본선 여자개인전 1회전,김채영,디나 부다코바(아마),흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,강승민,박진영,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이영주,김기헌,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,한태희,황원준,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,강 훈 (小),심종식,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김동호,유건재,흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,나 현,이다 아쓰시,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이지현(남),김은선,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,안국현,권형진,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이형진,백대현,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김정현(大),박태희,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,박시열,웨량,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김미리,배윤진,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,안성준,이원영,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이호범,서건우,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,안형준,이현호,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이춘규,양우석,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이태현,진동규,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이원도,김성룡,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,강유택,송상훈,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김승재,김현찬,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,박지연,원성진,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,조경호,김대희,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,배준희,김기원,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김수용,윤 혁,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김형우,황진형,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,최병환,김덕규,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,서중휘,이동휘,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,박소현,조연우,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,홍기표,김환수,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,온소진,박병규,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,유재호,황재연,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,진시영,최원용,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김기용,이용수,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김동희(大),오정아,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김대용,차민수,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,고근태,이희성,흑 집승
2014-12-11,2014 스포츠어코드 세계마인드게임 남자 단체전 1회전,강동윤,세토 다이키,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,홍성지,강 훈(大),흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,백홍석,한웅규,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,주형욱,장건현,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이재웅,최홍윤,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,홍민표,강태훈,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 3회차,옥득진,박대영,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,옥득진,나종훈,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,박승철,정대상,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,하호정,양자패,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,강지성,송태곤,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이세돌,이호승,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 3회차,이세돌,박종열,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,한종진,윤찬희,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,조한승,허영호,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,류재형,윤종섭,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,박종열,이기섭,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,안조영,박준석,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,윤현석,안관욱,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,김영환,백성호,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,허장회,조대현,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,서능욱,최현재,흑 집승
2014-12-11,제20회 GS칼텍스배 프로기전 예선 2회차,이창호,김 인,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,웨량,이유진,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,송혜령,김영삼,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,박종훈,남치형,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,박진영,권갑용,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,김명훈,이정우,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,오장욱,최창원,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 2회차,김민호,박지훈(大),흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,김민호,김만수,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,이현준,정두호,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,최현재,김주호,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,이동휘,임순택,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,유오성,손근기,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,이호승,이상훈(小),흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,박대영,유병호,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,신윤호,박영롱,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,강태훈,디아나,흑 집승
2014-12-10,제3회 합천군 초청 하찬석국수배 영재바둑대회 본선 8강,신민준,오유진,147수 흑 불계승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,변상일,조인선,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,강병권,박진솔,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,민상연,백흥수,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,이상헌,양상국,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,김현찬,이상훈(大),흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,박민규,류동완,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,류수항,전영규,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,김성진,김찬우,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,양우석,설현준,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,이동훈,박승화,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,오정아,조혜연,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,이영주,김효정,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,한태희,강만우,흑 집승
2014-12-10,제20회 GS칼텍스배 프로기전 예선 1회차,강 훈 (小),안달훈,흑 집승
